T2M,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
27.69,4.56,30.29,25.73,19.29,83.19,6.98,100.16,2.23,2.75,1.09,1.66,151.5,3.17,4.3,1.25,3.05,151.44
27.1,2.84,28.69,25.86,19.29,85.81,5.72,100.33,1.86,2.43,1.11,1.32,74.25,2.67,4.02,1.22,2.8,61.31
26.94,3.39,29.05,25.66,19.23,86.5,5.9,100.44,3.23,4.13,2.3,1.84,99.62,4.52,5.08,3.48,1.59,114.94
26.26,3.13,28.19,25.06,18.49,86.56,15.71,100.49,2.52,3.58,1.84,1.73,52.56,3.45,4.98,2.68,2.3,96.94
25.8,3.51,27.77,24.26,18.13,87.38,27.05,100.43,4.11,6.18,1.17,5,33.62,5.37,7.2,1.5,5.7,32.31
26.15,2.45,27.59,25.15,19.23,90.25,33.25,100.34,4.83,7.52,2.12,5.41,40.25,6.38,8.87,2.59,6.27,38
25.95,1.95,27.19,25.25,19.04,90.5,11.07,100.18,3.93,5.3,1.89,3.42,182.56,5.24,7.62,2.3,5.32,181.75
26.02,2.69,27.57,24.89,18.62,88.12,20.14,100.09,3.74,5.04,2.6,2.44,159.31,5.23,7.26,3.59,3.67,160
26.16,3.16,27.95,24.79,18.62,87.44,8.68,100.2,2.64,3.86,1.86,2,161.62,3.8,6.16,2.07,4.09,162.06
26.45,3.51,28.55,25.04,18.86,87.38,6.12,100.48,2.65,3.82,1.73,2.09,98.69,3.77,6.16,1.81,4.34,98.94
26.58,3.85,28.76,24.9,18.92,86.94,3.66,100.51,3.34,5.03,2.09,2.94,40.25,4.52,5.73,3.05,2.69,39
26.74,4.48,29.38,24.9,18.68,85.31,4.56,100.43,4.12,5.81,2.64,3.17,55.56,5.68,6.75,4.38,2.38,54.69
25.92,4.19,28.09,23.9,17.88,85.44,10.15,100.2,5.98,8.58,3.96,4.62,63.75,8.14,11,6.43,4.57,64.19
25.02,3.85,26.89,23.04,18.49,91.75,62.28,99.36,10.34,13.39,3.04,10.35,260.94,12.9,16.31,4.23,12.08,261.44
26.52,4.53,29.12,24.59,18.49,85.06,5.72,100.08,7.02,13.11,3.59,9.52,154.44,9.05,16.11,6.07,10.05,154.88
26.73,3.61,28.67,25.05,19.35,88.31,7.67,100.61,2.97,3.86,2.13,1.73,117.12,4.1,5.76,3.27,2.49,116.81
26.51,3.07,28.31,25.25,18.86,87.31,6.15,100.7,2.06,2.56,1.42,1.14,70.56,2.67,3.42,1.87,1.55,70.38
26.3,3.82,28.42,24.6,18.19,85.31,6.9,100.55,2.26,2.98,1.37,1.62,170.69,2.95,3.54,1.81,1.73,171.69
26.08,5.52,29.09,23.58,17.88,84.88,0.8,100.3,2.02,2.86,1.23,1.62,165.12,2.73,4.33,1.16,3.18,166.69
26.62,4.98,29.57,24.59,18.07,83.06,0.18,100.3,2.2,3.53,1.4,2.14,142.25,2.88,4.55,1.48,3.06,142.69
26.62,4.55,29.36,24.8,17.88,82.31,0.72,100.57,2.48,3.76,1.16,2.59,98.81,3.14,4.2,1.52,2.68,99.12
26.47,4.24,28.95,24.71,18.37,85.31,14.53,100.61,3.72,5.08,2.32,2.76,45.44,5.04,5.98,3.25,2.73,44.94
26.2,2.28,27.24,24.96,19.59,91.62,34.6,100.27,6.3,8.65,3.44,5.21,51.44,8.42,11.14,5.64,5.5,51.25
26.62,3.32,28.52,25.21,18.92,86.81,19.62,100.36,5.96,8.96,3.67,5.29,111.12,7.93,11.72,6.03,5.7,111.25
26.16,3.26,28.03,24.78,18.74,88.19,16.62,100.56,2.87,3.66,2.06,1.59,87.19,3.99,6,2.91,3.09,87.06
25.82,2.55,27.15,24.6,18.31,88,7.72,100.54,2.3,2.87,1.53,1.34,76.06,3.05,4.18,2,2.18,75.5
25.85,4.16,28.21,24.05,17.82,85.56,10.03,100.33,3.29,4.01,2.71,1.29,36.25,4.58,5.38,3.9,1.48,35.88
25.74,3.62,27.71,24.08,18.13,87.31,11.19,100.27,3.41,4.37,2.43,1.94,54.81,4.75,6.21,3.74,2.47,54
25.97,3.53,28.15,24.62,18.01,85.75,7.22,100.26,2.78,4.52,1.78,2.74,79.25,3.64,5.22,2.46,2.77,79.69
26.09,4.34,28.55,24.2,17.88,84.56,5.37,100.34,2.9,4.12,1.87,2.26,64.06,3.95,5.97,2.6,3.37,63.5
26.38,4.08,28.8,24.72,18.07,84.25,0.58,100.42,3.93,5.41,2.98,2.43,55,5.45,6.16,4.56,1.6,54.38
26,3.5,28.17,24.67,17.76,84.5,2.31,100.46,4.88,6.65,3.44,3.21,42.25,6.84,7.86,5.61,2.25,41.44
25.42,2.9,27.12,24.23,18.13,89,27.34,100.39,4.78,6.26,3.76,2.5,22.5,6.59,7.34,6.02,1.3,22.12
25.46,3.12,27.23,24.12,18.19,89,4.35,100.29,5.58,7.84,3.9,3.95,33.56,7.62,9.46,6.17,3.29,32.81
25.72,3.2,27.65,24.46,17.7,85.56,1.71,100.44,4.4,5.94,3.45,2.49,56.44,6.34,6.97,5.6,1.36,55.56
25.96,4.35,28.63,24.28,17.33,82.88,0.47,100.48,4.48,5.95,3.3,2.64,54.88,6.41,7.38,5.05,2.34,54.38
26.12,4.24,28.51,24.26,17.82,84,10.61,100.36,5.53,7.46,4.16,3.3,51.38,7.77,8.72,6.77,1.95,51.12
25.99,2.91,27.72,24.8,18.49,87.94,38.65,100.34,5.23,7.29,3.76,3.54,51.25,7.36,8.67,6.18,2.49,50.38
25.93,2.98,27.72,24.73,18.07,86.19,10.9,100.36,5.67,7.68,3.68,4,51.5,7.98,9.19,6.07,3.12,51.06
25.48,2.98,27.4,24.43,17.46,85.44,5.27,100.37,5.84,7.26,4.44,2.82,33,8.17,9.41,7.02,2.39,32.62
24.83,2.65,26.34,23.69,17.15,87.31,9.27,100.22,6.66,8.16,5.3,2.84,18.31,9.03,10.02,7.84,2.18,18.31
23.1,3.3,24.15,20.85,16.54,92.81,32.83,99.9,9.5,11.81,6.56,5.25,348.38,11.83,14.12,8.72,5.39,349.12
21.38,3.38,23.23,19.84,14.65,91.69,26.97,99.95,8.75,10.52,6.72,3.8,330.12,10.83,12.99,9.05,3.94,331.44
23.55,5.09,26.33,21.25,16.85,91.69,16.99,99.75,4.96,7.24,2.9,4.34,281.38,6.52,9.55,3.49,6.06,284
25.2,5.02,28.03,23,17.94,89.06,1.39,99.97,4.63,6.97,2.74,4.23,236.56,6.25,9.17,4.59,4.59,237.25
25.73,4.91,28.31,23.41,17.82,86.12,0.75,100.1,1.65,2.73,0.52,2.21,206.12,2.35,4.55,0.55,4.01,207.75
25.71,3.38,27.71,24.33,17.82,86,2.5,100.17,1.73,2.62,0.23,2.4,168.19,2.6,4.28,0.25,4.04,168.88
26.31,5.09,29.37,24.28,17.58,82.31,2.24,100.17,1.23,2.34,0.24,2.09,127.06,1.79,4.08,0.18,3.9,128.69
25.97,4.6,28.81,24.21,17.7,84.31,2,100.11,1.87,3.18,0.59,2.59,145.81,2.53,4.18,0.73,3.45,146
25.52,3.64,27.7,24.07,17.03,83.5,1.81,100.3,2.62,3.77,1.99,1.77,92.06,3.48,4.31,2.81,1.51,91.94
25.43,4.53,28.12,23.58,17.03,84.12,3.35,100.44,2.51,3.69,1.52,2.16,78.5,3.46,5.84,2.02,3.82,78.25
25.17,4.56,28.05,23.49,17.4,87.12,9.25,100.44,3.84,5.68,2.19,3.48,61.69,5.16,6.76,3.2,3.56,61.25
25.1,4.75,27.95,23.19,17.21,86.38,8.53,100.48,4.34,6.21,2.89,3.33,69.62,6.02,8.09,4.09,4,68.88
24.6,3.91,26.91,23.01,16.48,85.44,1.55,100.54,3.98,4.85,3.23,1.62,52.81,5.59,6.46,5.09,1.37,52.56
23.62,5.3,26.6,21.31,14.28,78.75,0.01,100.57,4.81,5.7,3.71,1.98,32.25,6.92,8.42,6.03,2.39,32
23.92,5.52,26.76,21.24,15.32,82.5,2.74,100.67,5.59,7.41,4.16,3.26,26.06,7.77,8.89,6.67,2.22,25.69
24.57,3.35,26.42,23.06,16.66,86.69,4.02,100.74,5.96,8.3,3.94,4.36,31.25,8.02,9.77,6.3,3.45,30.81
23.51,6.14,26.62,20.48,14.53,80.62,0.08,100.66,5.75,6.93,3.85,3.08,22.75,7.84,8.58,6.35,2.22,23
22.16,7.18,26.07,18.89,12.88,77.75,0,100.5,3.91,4.86,2.83,2.04,80.44,5.35,5.97,4.01,1.96,80.38
22.69,6.91,26.31,19.4,13,75.75,0,100.52,3.23,4.51,2.36,2.15,38.75,4.3,5.42,3.26,2.17,39.06
23.07,6.42,26.54,20.12,13.37,76.38,0,100.56,4.25,5.57,3.22,2.35,34.56,5.87,6.32,4.85,1.46,34.19
23.51,5.45,26.7,21.26,14.04,77.81,0.06,100.54,4.55,6.12,3.57,2.55,34.5,6.41,7.34,5.61,1.73,34
23.39,5.83,26.69,20.87,13.49,75.5,0.02,100.6,4.36,5.83,3.37,2.45,40.88,6.07,7.13,5.16,1.96,40.5
23.5,6.18,26.85,20.67,13.12,73,0.11,100.61,4.18,5.32,3.25,2.07,42.5,5.84,6.97,4.8,2.17,42.38
23.75,4.3,26.05,21.75,14.83,81,1.29,100.57,4.79,6.09,3.72,2.38,41.44,6.88,7.95,5.91,2.04,40.56
24.32,4.88,27.33,22.44,15.38,81.38,0.11,100.58,5.02,6.55,3.85,2.7,46.44,7.05,7.55,6.39,1.16,45.44
24.24,6.25,27.78,21.53,14.34,76.44,0.08,100.58,3.91,5,3.17,1.84,65.88,5.47,6.33,4.69,1.63,65.62
23.83,5.48,26.73,21.25,14.34,78,0.1,100.49,3,3.55,2.55,1,58.06,3.98,4.54,3.62,0.91,58.12
24.65,6.32,28.1,21.78,16.11,83.25,0.58,100.35,3.33,4.23,2.39,1.83,40.12,4.52,6.05,3.47,2.59,40
24.94,5.79,27.98,22.19,16.72,84.88,6.78,100.35,4.05,5.92,2.63,3.29,47.38,5.53,7.38,3.68,3.7,46.94
24.85,4.91,27.7,22.8,15.93,81.62,0.16,100.49,4.73,6.05,3.74,2.32,47.88,6.7,7.3,5.86,1.45,47.5
24.69,3.17,26.61,23.43,16.42,84.56,10.53,100.53,5.13,6.53,4.12,2.41,53.81,7.39,8.14,6.79,1.35,53.44
24.27,3.38,26.42,23.04,15.62,82.62,0.69,100.48,5.43,7.17,4.34,2.84,41.25,7.67,8.39,7.05,1.34,40.62
24.21,4.73,27.14,22.41,15.08,80.31,0.01,100.52,5.8,7.05,4.94,2.12,26.56,7.9,8.45,6.81,1.63,26.5
24.16,5.26,27.19,21.94,16.17,86,0.14,100.46,6.57,8.43,4.73,3.69,46.31,8.47,10.12,6.84,3.27,46.38
24.8,5.27,28.03,22.76,16.72,85.69,0.05,100.31,6.51,8.32,4.79,3.53,15.81,8.46,9.99,6.93,3.06,15.81
25.01,6.11,28.34,22.23,16.66,84.5,0.03,100.33,5.91,7,4.89,2.11,14.25,7.94,8.92,6.58,2.34,14.5
24.5,6.2,27.69,21.49,15.87,82.94,0.07,100.42,6.38,8.33,4.4,3.93,10.12,8.53,9.63,7.3,2.34,10.44
23.1,7.43,27.35,19.92,14.16,80.81,0,100.52,4.77,5.63,3.89,1.74,42.94,6.77,7.64,5.83,1.81,58.25
22.37,5.93,25.81,19.88,13.61,81.44,0,100.53,4.07,5.24,3.35,1.89,31.5,5.66,6.06,4.88,1.19,31.25
22.49,7.91,26.7,18.79,13.24,78.69,0.01,100.6,3.98,4.98,3.07,1.91,29.06,5.42,6.77,4.38,2.39,28.88
23.13,7.33,27.09,19.76,13.61,77.81,0,100.65,4.42,5.38,3.84,1.53,43.25,6.21,7.05,5.34,1.7,42.69
23.69,7.16,27.4,20.24,14.28,78.81,0.03,100.75,4.33,5.4,3.52,1.88,50.81,6.01,6.48,4.97,1.52,50.31
23.91,6.31,27.5,21.19,14.59,79.25,0,100.67,3.44,4.48,2.54,1.94,50.44,4.65,6.03,3.53,2.51,50.12
23.39,7.2,27.65,20.45,13.49,76.12,0,100.61,1.97,3.23,0.89,2.34,85.81,2.58,5,1.02,3.98,86.38
23.44,7.69,27.9,20.22,12.57,70.94,0,100.62,2.33,3.16,1.22,1.95,56.88,3.01,4.68,1.55,3.12,56.06
23.08,7.99,27.33,19.33,13.18,75.56,0,100.59,1.92,3.09,0.3,2.79,142.38,2.43,4.19,0.38,3.81,143.44
23.24,8.07,27.52,19.45,13.67,77.62,0,100.67,2.03,2.95,0.32,2.62,127,2.55,4.2,0.34,3.85,125.69
23.45,7.75,27.78,20.03,14.34,80.44,0,100.67,3.07,4.49,1.62,2.88,73.69,4.12,6.23,2.19,4.05,73.12
23.84,7.14,27.91,20.77,14.53,79.75,0,100.78,3.78,5.14,2.62,2.52,53.31,5.17,6.79,3.7,3.09,53
23.77,6.23,27.5,21.28,14.1,77.88,0,100.89,4.2,5.21,3.21,2,54.31,5.86,6.67,4.77,1.9,53.88
23.65,6.38,27.44,21.06,13.55,75.31,0,100.86,4.52,5.81,3.79,2.03,49.75,6.29,6.55,5.69,0.87,49.38
23.99,6.27,27.54,21.27,13.79,74.88,0,100.81,4.37,5.52,3.6,1.91,57.62,6.11,6.96,5.48,1.48,57.31
23.98,7.06,27.7,20.64,14.59,78.81,0.01,100.89,4.49,6.13,3.16,2.97,53.12,6.17,7.57,4.64,2.93,52.81
24.31,6.27,28.01,21.73,14.4,77,0.01,100.94,4.63,6.03,3.7,2.33,50.31,6.49,7.63,5.62,2.02,49.81
24.05,7.53,28.16,20.62,14.83,80.25,0,100.81,4.31,5.56,3.27,2.3,42.62,5.91,7.42,4.82,2.6,42.25
24.56,6.93,28.58,21.66,14.89,78.31,0,100.76,4.63,6.11,3.68,2.43,56.25,6.45,7.02,5.78,1.24,55.81
24.28,7.37,28.39,21.01,14.95,80.06,0,100.74,4.62,6.01,3.52,2.49,48.25,6.33,7.47,5.27,2.2,47.88
24.34,7.31,28.58,21.27,14.95,79.75,0,100.75,5.07,6.65,3.91,2.73,40.25,7.05,8.11,6.01,2.09,39.31
24.15,7.67,28.55,20.88,14.53,78.5,0,100.76,5.12,6.79,3.73,3.05,32.94,7.1,8.39,5.84,2.54,32.06
24.26,6.98,28.2,21.23,13.61,73.31,0,100.78,5.31,7.02,3.93,3.09,43.5,7.39,8.45,6.09,2.36,42.62
24.3,6.95,28.37,21.42,13.73,73.44,0,100.76,5.09,6.85,3.77,3.09,44.69,7.02,7.84,5.75,2.09,43.88
23.75,7.11,28.08,20.98,13.31,73.56,0,100.77,5.06,6.55,3.97,2.59,35.75,7.05,7.8,5.95,1.84,34.94
23.48,8.41,28.46,20.05,12.7,71.88,0,100.65,4.47,5.73,3.46,2.27,43.38,6.09,6.91,5.09,1.82,42.62
23.43,8.57,28.16,19.6,13.31,75,0,100.62,4.11,5.34,3.11,2.23,46.69,5.52,6.92,4.55,2.37,46.44
23.26,8.47,28.19,19.73,13.37,76.62,0,100.6,4.02,5.95,2.71,3.24,34.81,5.36,6.71,3.85,2.86,34.25
22.92,9.65,28.26,18.62,12.76,74.88,0,100.37,3.83,5.24,2.78,2.46,35.38,5.06,5.92,3.84,2.08,34.69
23.43,10.05,29.29,19.24,11.9,68.44,0,100.31,3.09,4.75,2.13,2.62,73.88,3.98,5.59,2.54,3.05,88.12
23.65,10.48,29.61,19.12,12.45,71,0,100.53,3.05,5.18,1.34,3.84,78.44,4.01,6.3,1.43,4.87,77.62
23.87,9.77,29.2,19.44,13,72.62,0,100.67,3.45,5.38,1.94,3.44,53.69,4.47,6.16,2.59,3.58,53.44
24.3,9.69,29.9,20.21,12.08,66.44,0,100.64,2.82,4.21,1.48,2.73,62.94,3.62,4.76,1.77,2.98,62.88
24.07,8.21,29.13,20.92,11.96,65.69,0,100.54,3.05,5.62,0.94,4.68,83.31,3.8,6.22,1.21,5.01,83.06
23.94,9.73,29.23,19.49,12.57,69.5,0,100.49,2.58,4.6,0.28,4.32,137.88,3.39,6.02,0.27,5.75,137.69
24.37,8.81,29.38,20.58,13.92,74.94,0,100.5,2.79,4.56,0.59,3.97,123.94,3.73,7.42,0.77,6.65,125.19
25.7,9.09,31,21.91,14.95,74.38,0,100.51,2.44,4.41,0.47,3.94,134.69,3.27,6.77,0.44,6.34,135.06
26.54,8.3,31.44,23.13,16.3,76.69,0,100.49,2.33,4.34,0.06,4.27,101.94,3.12,6.35,0.03,6.32,102.12
26.72,7.36,31.05,23.69,16.97,78.75,0,100.43,2.67,4.2,1.32,2.88,145.5,3.48,5.55,1.77,3.77,146.56
26.9,7.79,31.57,23.78,16.6,76.62,0,100.57,3.14,4.59,2.14,2.46,138.38,4.17,6.48,2.61,3.87,139.44
27,7.76,31.51,23.76,17.27,78.88,0.32,100.61,3.55,4.75,2.52,2.24,139.5,4.72,6.12,3.48,2.65,140.69
26.74,6.75,30.7,23.95,17.33,80,14.49,100.6,3.07,3.97,2.16,1.8,135.69,4.21,5.55,2.61,2.95,137.12
26.34,5.81,29.73,23.91,17.03,80.38,4.97,100.62,4.33,6.05,2.57,3.47,90.56,5.61,7.64,3.48,4.16,90.94
25.99,5.15,29.05,23.9,16.36,78.75,0.77,100.74,4.14,6.19,2.29,3.89,73.06,5.39,7.03,3.3,3.73,72.88
26.18,6.33,29.8,23.47,15.32,73.19,0.1,100.64,3.38,4.56,2.51,2.05,83.38,4.56,6.24,3.2,3.05,83.38
26.05,7.31,30.39,23.08,14.34,69.31,0,100.45,3.09,4.8,1.36,3.45,89.88,4,6.55,1.71,4.83,89.44
25.77,7.84,30.57,22.73,14.4,71.06,0,100.46,3.45,6.09,1.21,4.88,76.06,4.41,7.19,1.52,5.68,75.44
25.33,7.51,29.9,22.39,14.65,73.88,0.01,100.64,4.04,6.69,2.01,4.67,58.5,5.22,7.41,2.67,4.73,57.81
25.8,9.34,31.16,21.83,14.47,71.81,0.02,100.69,4.54,7.27,2.63,4.64,50.31,5.98,8.27,3.74,4.53,49.44
26.02,9,31.35,22.35,14.53,71.12,0,100.64,4.33,6.12,3.13,2.99,65.25,5.71,6.91,4.3,2.61,64.56
25.43,9.23,30.97,21.73,12.94,66.06,0,100.59,3.59,5.84,1.66,4.18,59.44,4.58,6.49,2.16,4.33,58.94
25.01,10.8,31.08,20.29,12.39,65.06,0,100.59,3.01,5.38,1.41,3.95,59.56,3.78,5.88,1.64,4.24,59.06
25.36,11.29,31.63,20.34,12.7,65.56,0,100.51,2.61,4.45,1.2,3.25,56.94,3.36,6.12,1.29,4.83,57.06
25.48,11.84,32.26,20.41,12.15,62.88,0,100.52,2.71,4.39,1.7,2.7,86.31,3.49,6.27,1.91,4.37,85.69
25.44,12.12,32.16,20.04,12.63,65.12,0,100.67,2.75,5.05,1.21,3.84,93,3.41,5.52,1.33,4.2,92.25
26.48,13.12,33.67,20.55,12.51,61.69,0,100.69,2.68,4.77,1.38,3.41,157.38,3.45,5.66,1.63,4.02,156.88
27.59,13.16,34.9,21.75,12.57,58.06,0,100.51,2.51,3.71,1.27,2.45,169,3.25,4.7,1.6,3.09,167.94
27.62,14.03,35.37,21.33,12.88,60.12,0,100.46,3.51,4.52,2.17,2.34,163.81,4.91,7.36,2.29,5.07,163.88
27.07,12.6,34.39,21.8,13.61,65.62,0,100.51,3.48,4.89,2.54,2.36,154.5,4.73,5.97,2.68,3.29,154.38
26.34,11.76,33.09,21.33,13.85,68.88,0,100.45,3.06,4.84,1.33,3.52,129.5,4.02,6.95,1.77,5.18,130.44
27.29,9.5,32.76,23.26,16.85,76.44,0.02,100.44,3.69,5.99,2.09,3.9,83.31,4.68,6.54,2.62,3.91,83
27.47,8.69,32.62,23.94,16.6,74.38,0.01,100.51,4.11,6.88,2.01,4.88,59.5,5.18,7.72,2.78,4.94,58.88
27.4,8.99,32.8,23.81,16.42,74.25,0,100.45,4.16,7.23,2.01,5.22,65.38,5.27,7.97,2.64,5.33,64.94
27.51,10.05,33.33,23.3,15.87,72.25,0,100.37,4.05,6.18,2.38,3.8,79.62,5.13,7.11,2.91,4.2,79.12
27.15,9.77,32.76,22.99,15.56,72.06,0,100.29,4.11,6.88,2.26,4.62,72.38,5.11,7.64,3.03,4.6,71.75
26.73,9.9,32.5,22.6,14.59,69.12,0,100.44,4.06,6.88,2.02,4.86,69.62,5.15,7.54,2.73,4.8,69.19
26.5,9.48,32.19,22.7,13.85,66.62,0,100.4,3.27,5.45,1.16,4.29,83.31,4.17,6.24,1.49,4.75,82.81
26.59,11.72,33.24,21.52,13.61,66.06,0,100.28,2.7,4.78,0.96,3.82,138,3.39,6.18,1.22,4.97,138.12
27.74,10.55,33.88,23.34,15.2,68.31,0,100.26,3.45,5.91,1.76,4.16,154.56,4.27,7.22,2.38,4.83,155.81
28.44,10.98,34.75,23.77,16.72,71.75,0.01,100.32,4.11,6.41,2.5,3.91,165.94,5.12,7.52,3.37,4.16,168
28.84,10.7,35.33,24.63,16.36,69.25,0,100.35,3.93,5.91,2.39,3.52,161.31,5.01,7.25,3.88,3.37,162.31
28.23,10.73,34.74,24.01,15.81,69.69,0,100.38,3.79,6.03,2.32,3.71,150.81,4.79,6.7,2.66,4.05,151.19
28.04,10.98,34.25,23.28,15.56,69.19,0,100.41,3.94,5.88,2.67,3.21,140,4.9,6.79,3.54,3.24,140.44
28.37,9.51,33.87,24.36,15.81,68.06,0,100.44,3.61,6.1,1.8,4.3,130.88,4.45,6.65,2.39,4.26,131.19
29.08,10.05,35.02,24.98,15.81,65.44,0.02,100.47,3.47,6.08,1.58,4.5,128.69,4.11,6.94,1.8,5.13,129.19
29.58,10.64,35.74,25.1,15.99,64.62,0.01,100.42,3.18,5.83,1.69,4.14,136.44,3.82,6.62,1.66,4.95,136.19
29.55,11.61,36.01,24.4,15.69,64,0.01,100.36,3.69,5.95,2.15,3.8,151.62,4.55,6.86,2.06,4.8,151.94
29.68,12.01,36.44,24.44,15.62,63.81,0,100.42,3.59,5.91,1.79,4.12,158.12,4.4,7.21,2.01,5.21,158.88
29.94,12.74,37.19,24.44,15.44,63,0,100.43,4.05,5.91,2.66,3.24,165.19,5.2,7.43,2.81,4.61,165.75
30.23,12.9,37.54,24.64,15.14,60.88,0,100.38,4.77,6.1,3.74,2.36,176.31,6.17,8.03,4.28,3.76,177.69
30.44,13.17,38.02,24.86,15.81,62.88,0,100.32,5.07,7.63,2.84,4.8,172.25,6.3,8.98,2.96,6.01,173.31
30.19,11.62,36.79,25.17,16.66,65.94,0,100.32,5.51,7.06,3.52,3.54,177.38,6.79,8.29,5.59,2.7,178.31
30.26,10.12,35.94,25.83,16.97,65.81,0.01,100.36,5.7,7.27,4.01,3.26,174.38,6.8,8.47,5.77,2.7,175.56
30.9,10.95,37.23,26.29,16.54,62.25,0.01,100.3,5.55,7.95,3.84,4.11,177.69,6.7,9.21,4.43,4.78,179.31
30.43,9.54,35.85,26.31,16.3,62.31,0,100.39,5.59,7.22,3.86,3.36,166.5,6.72,7.8,5.75,2.05,167.25
29.8,9.39,35.21,25.82,15.08,59.69,0,100.49,4.84,6.74,3.14,3.61,149.75,5.91,7.27,4.95,2.32,150.75
28.96,10.16,34.87,24.71,14.53,61,0,100.57,3.85,6.49,1.98,4.52,126.5,4.71,6.87,2.62,4.25,127.19
29.47,10.42,35.55,25.13,15.87,64.31,0,100.55,3.69,6.34,1.73,4.6,116.06,4.32,6.91,2.31,4.59,116.31
29.76,10.39,35.76,25.37,16.05,64,0,100.57,3.87,6.8,1.67,5.13,136.06,4.61,7.45,2.41,5.04,136.94
29.66,9.42,35.12,25.7,16.11,63.81,0.02,100.62,3.9,6.76,1.92,4.84,123.38,4.69,7.35,2.52,4.83,124.06
29.72,9.46,35.53,26.07,15.38,61.56,0.01,100.51,3.23,6.21,0.95,5.25,112.81,3.76,6.63,1.26,5.38,113.19
29.79,11.26,35.98,24.73,16.42,65.38,0.01,100.42,3.63,5.93,1.55,4.38,142.31,4.17,6.62,2.12,4.5,143.12
30.53,10.38,36.58,26.21,16.97,64.88,0.01,100.4,4.3,6.16,2.79,3.38,152.25,5.26,7.04,3.9,3.14,153.25
30.32,9.74,36.03,26.29,17.03,65.44,0.02,100.3,4.38,6.89,2.64,4.25,153.5,5.27,7.88,3.67,4.2,154.69
29.66,7.16,33.83,26.68,17.64,68.88,0.11,100.23,4.12,6.18,2.32,3.86,160,4.81,6.55,2.56,3.99,161.31
29.04,6.23,32.66,26.43,17.76,71.88,0.02,100.36,3.55,5.38,2.04,3.34,142.88,4.38,6.45,2.67,3.78,143.69
29.65,8.27,34.35,26.08,16.72,66.25,0.06,100.41,3.66,5.02,2.06,2.96,165.19,4.49,6.16,2.57,3.59,165.81
30.82,10.81,37.05,26.23,15.69,59,0.05,100.2,4.33,7.5,2.38,5.12,158.69,5.33,8.62,2.89,5.73,158.88
30.46,9.68,36,26.32,16.85,63.69,0.05,100.1,4.9,7.08,3.19,3.89,168.69,5.84,8.09,3.73,4.37,169.88
30.48,7.62,34.99,27.37,15.44,58.5,1.53,100.2,4.52,5.97,3.04,2.93,165.25,5.63,6.77,4.59,2.19,165.62
29.44,6.84,33.35,26.5,17.03,67.06,6.95,100.27,4.24,5.45,2.63,2.82,144.56,5.27,5.84,4.07,1.77,145.19
27.28,3.58,29.15,25.57,18.62,82.25,22.31,100.32,3.23,4.42,1.94,2.48,128.62,4.27,6.05,2.05,4,129.25
26.77,4.04,29.26,25.22,17.94,81.56,12.18,100.26,3.09,3.89,2,1.89,93.62,4.06,5.81,2.91,2.9,93.38
27.03,4.05,29.42,25.37,18.31,81.88,2.63,100.23,4.38,5.46,2.8,2.66,113.31,5.42,6.8,2.82,3.98,112.88
27.81,5.66,30.91,25.25,17.82,76.56,2.55,100.17,3.45,4.63,2.06,2.57,114.56,4.41,6.25,3.13,3.12,113.69
28.97,7.51,33.58,26.06,17.94,73.06,1.03,100.16,2.94,6.04,0.52,5.52,90.94,3.53,6.64,0.62,6.02,89.62
29.14,7.42,33.66,26.24,18.49,74.06,0.15,100.09,2.94,5.55,0.77,4.79,93.44,3.55,5.96,1.07,4.89,92.81
29.87,9.97,35.36,25.39,18.13,70.69,0.26,99.89,3.05,4.99,1.31,3.68,161.31,3.79,6.8,1.45,5.35,162.69
30.61,8.45,35.52,27.08,19.1,70.94,0.21,99.85,3.49,5.1,1.4,3.7,151.19,4.55,6.66,1.76,4.9,150.19
29.81,5.45,33.12,27.67,19.78,75.88,0.15,100.01,2.48,3.87,0.86,3.01,114.56,3.38,5.65,0.76,4.89,114.69
29.75,6.55,33.72,27.17,19.41,75.12,0.06,100.11,2.06,3.62,0.47,3.14,129.06,2.89,5.5,0.49,5.01,143.06
29.86,7.19,34.08,26.89,19.41,74.94,0.05,100.09,2.66,4.09,0.37,3.73,201.06,3.77,6.21,0.57,5.64,203.38
31.65,10.8,38.03,27.23,18.74,66.88,0.12,99.92,3.66,5.05,2.16,2.9,196.12,4.98,7.34,2.36,4.98,195.38
31.68,9.45,36.85,27.4,18.55,64.81,0.05,99.95,3.59,5.4,0.59,4.8,212.25,4.95,7.23,0.53,6.71,214.69
30.61,7.12,34.62,27.51,18.68,68.62,1.05,99.98,3.98,5.61,1.24,4.37,226.31,5.52,7.63,1.61,6.02,227.75
30.97,10.27,36.74,26.48,18.31,67.44,0.76,99.96,4.41,6.91,0.74,6.16,197.06,5.81,8.84,0.71,8.13,198.69
31.76,9.77,37.63,27.87,17.15,60.75,0.27,99.88,4.52,6.35,1.71,4.65,235.69,6.23,8.96,2.24,6.72,237.38
31.64,10.24,37.36,27.12,16.3,57.81,0.01,99.86,3.44,7.4,1.3,6.09,246.62,4.66,9.52,1.66,7.87,249.25
